sort,book,chapter,verse,es-419,en
180359179,LUK,1,11,"Ahora un ángel del Señor apareció ante él, y se paró al lado derecho del altar de incienso.",Now an angel of the Lord appeared to him and stood at the right side of the incense altar.
180359180,LUK,1,12,Cuando Zacarías lo vio se asustó y temor cayó sobre él.,"When Zechariah saw him, he was troubled, and fear fell on him."
180359181,LUK,1,13,"Pero el ángel le dijo a él: ""No temas, Zacarías, porque tu oración ha sido escuchada. Tu esposa Elisabet concebirá un hijo. Y lo llamarás Juan.","But the angel said to him, ""Do not be afraid, Zechariah, because your prayer has been heard. Your wife Elizabeth will bear you a son. You will call his name John."
180359182,LUK,1,14,Tendrás gozo y alegría y muchos se regocijarán en su nacimiento.,"You will have joy and gladness, and many will rejoice at his birth."
180359183,LUK,1,15,"Él será grande a la vista del Señor. No deberá nunca beber vino ni bebida fuerte, y será lleno del Espíritu Santo desde el vientre de su madre.","For he will be great in the sight of the Lord. He must never drink wine or strong drink, and he will be filled with the Holy Spirit from his mother's womb."
180359184,LUK,1,16,Y muchos de los hijos de Israel se volverán al Señor su Dios.,Many of the descendants of Israel will be turned to the Lord their God.
180359185,LUK,1,17,"Él irá delante del Señor en el espíritu y poder de Elías. Él hará esto para volver los corazones de los padres a los hijos, para que los desobedientes puedan caminar en la sabiduría del justo para preparar al pueblo para el Señor.""","He will go before the face of the Lord in the spirit and power of Elijah, to turn the hearts of the fathers to the children and the disobedient to the wisdom of the righteous—to make ready for the Lord a people prepared for him."""
180359186,LUK,1,18,"Zacarías dijo al ángel: ""¿Cómo puedo saber esto? Pues yo soy un hombre viejo y mi esposa es muy vieja.""","Zechariah said to the angel, ""How can I know this? For I am an old man and my wife is advanced in her days."""
180359187,LUK,1,19,"El ángel le contestó: ""Yo soy Gabriel, quien se para en la presencia de Dios. Yo fui enviado a hablarte, a traer buenas noticias.","The angel answered and said to him, ""I am Gabriel, who stands in the presence of God. I was sent to speak to you, to bring you this good news."
180359188,LUK,1,20,"Y he aquí, te quedarás mudo estarás en silencio, sin hablar, hasta el día que estas cosas acontezcan. Esto es porque tú no creíste mis palabras, las cuales se cumplirán a su debido tiempo.""","Behold! You will be silent, unable to speak, until the day these things take place. This is because you did not believe my words, which will be fulfilled at the right time."""
180359189,LUK,1,21,Mientras el pueblo estaba esperando por Zacarías. Ellos estaban sorprendidos que él pasara tanto tiempo en el templo.,Now the people were waiting for Zechariah. They were surprised that he was spending so much time in the temple.
180359190,LUK,1,22,"Pero cuando él salió, no podía hablarles. Ellos se dieron cuenta que había tenido una visión mientras estaba en el templo. Él continuó haciéndoles señas y se mantuvo en silencio.","But when he came out, he could not speak to them. They realized that he had seen a vision while he was in the temple. He kept on making signs to them and remained silent."
180359191,LUK,1,23,"Sucedió que cuando el tiempo de servicio pasó, él fue a su casa.","It came about that when the days of his service were over, he went to his house."
180359192,LUK,1,24,"Después de estos días, su esposa Elisabet concibió. Ella se recluyó por cinco meses. Ella dijo:","After these days, his wife Elizabeth conceived and for five months she kept herself hidden. She said,"
180359193,LUK,1,25,"""Esto es lo que el Señor ha hecho por mí cuando me miró con favor en orden para quitar mi vergüenza ante la gente.""","""This is what the Lord has done for me when he looked at me with favor in order to take away my shame before people."""
180359194,LUK,1,26,"En el sexto mes, el ángel Gabriel fue enviado por Dios a una ciudad en Galilea llamada Nazaret,","In the sixth month, the angel Gabriel was sent from God to a city in Galilee named Nazareth,"
180359195,LUK,1,27,"a una virgen que estaba comprometida a un hombre llamado José. Él pertenecía a la casa de David, y el nombre de la virgen era María.","to a virgin engaged to a man whose name was Joseph, who was a descendant of David, and the virgin's name was Mary."
180359196,LUK,1,28,"Él vino a ella y dijo: ""Saludos, ¡tú quién eres muy favorecida! El Señor está contigo.""","He came to her and said, ""Greetings, you who are highly favored! The Lord is with you."""
180359197,LUK,1,29,Pero ella estaba bien confundida por sus palabras y se preguntaba qué tipo de saludo podría ser éste.,"But she was very confused by his words, and she wondered what kind of greeting this could be."
180359198,LUK,1,30,"El ángel le dijo: ""No tengas miedo, María, porque has hallado gracia delante de Dios.","The angel said to her, ""Do not be afraid, Mary, for you have found favor with God."
180359199,LUK,1,31,"Y mira, tú concebirás en tu vientre y darás a luz un hijo. Lo llamarás 'Jesús'.","See, you will conceive in your womb and bear a son. You will call his name 'Jesus.'"
180359200,LUK,1,32,Él será grande y será llamado Hijo del Altísimo. Dios El Señor le dará el trono de su antepasado David.,He will be great and will be called the Son of the Most High. The Lord God will give him the throne of his ancestor David.
180359201,LUK,1,33,"Él reinará sobre la casa de Jacob para siempre y no habrá fin para su reino.""","He will reign over the house of Jacob forever, and there will be no end to his kingdom."""
180359202,LUK,1,34,"María le dijo al ángel: ""¿Cómo sucederá esto, siendo que yo no me he acostado con ningún hombre?""","Mary said to the angel, ""How will this happen, since I have not known any man?"""
180359203,LUK,1,35,"El ángel le contestó: ""El Espíritu Santo vendrá sobre ti y el poder del Altísimo vendrá sobre ti. Así el santo que nacerá será llamado el Hijo de Dios.""","The angel answered and said to her, ""The Holy Spirit will overshadow you, and the power of the Most High will overshadow you. So the holy one to be born will be called the Son of God."
180359204,LUK,1,36,"Y mira, tu pariente Elisabet, también concibió un hijo en su vejez. Este es el sexto mes para ella, la que era llamada estéril.","See, your relative Elizabeth has also conceived a son in her old age. This is the sixth month for her, she who was called barren."
180359205,LUK,1,37,"Pues nada es imposible para Dios.""","For nothing will be impossible for God."""
180359206,LUK,1,38,"María dijo: ""He aquí yo soy la sierva del Señor. Hágase conmigo de acuerdo con tu mensaje."" Y el ángel la dejó.","Mary said, ""See, I am the female servant of the Lord. Let it be for me according to your message."" Then the angel left her."
180359207,LUK,1,39,"Entonces María se levantó en aquellos días y rápidamente fue a la región montañosa, a una ciudad en Judea.","Then Mary arose in those days and quickly went into the hill country, to a city in Judea."
180359208,LUK,1,40,Entró a la casa de Zacarías y saludó a Elisabet.,She went into the house of Zechariah and greeted Elizabeth.
180359209,LUK,1,41,"Cuando Elisabet escuchó el saludo de María, el bebé en su vientre saltó y Elisabet fue llena del Espíritu Santo.","Now it happened that when Elizabeth heard Mary's greeting, the baby in her womb jumped, and Elizabeth was filled with the Holy Spirit."
180359210,LUK,1,42,"Ella alzó su voz y dijo: ""Bendita eres tú entre las mujeres y bendito es el fruto de tu vientre.","She cried out with a loud shout and said, ""Blessed are you among women, and blessed is the fruit of your womb."
180359211,LUK,1,43,¿Y por qué me ha pasado esto que la madre de mi Señor venga a mí?,Why has it happened to me that the mother of my Lord should come to me?
180359212,LUK,1,44,"Pues mira, cuando la voz de tu saludo vino a mis oídos, el bebé en mi vientre saltó de alegría.","For see, when the sound of your greeting came to my ears, the baby in my womb jumped for joy."
180359213,LUK,1,45,"Y bendita es ella, quien creyó que habrá un cumplimiento de las cosas que le fueron dichas por el Señor.""","Blessed is she who believed that there would be a fulfillment of the things that were told her from the Lord."""
180359214,LUK,1,46,"María dijo: ""Mi alma alaba al Señor","Mary said, ""My soul praises the Lord,"
180359215,LUK,1,47,y mi espíritu se regocija en Dios mi Salvador.,and my spirit has rejoiced in God my Savior.
180359216,LUK,1,48,"Porque Él ha mirado la humilde condición de su sierva. Pues mira, desde ahora en adelante todas las generaciones me llamarán bendecida.","For he has looked at the low condition of his female servant. For see, from now on all generations will call me blessed."
180359217,LUK,1,49,Pues Él quien es poderoso ha hecho grandes cosas por mí y su nombre es santo.,"For the Mighty One has done great things for me, and his name is holy."
180359218,LUK,1,50,Su misericordia es de generación en generación para aquellos que le temen. Él ha hecho proezas con su brazo fuerte;,His mercy lasts from generation to generation for those who fear him.
180359219,LUK,1,51,Él ha esparcido a los soberbios en los pensamientos de sus corazones.,He has displayed strength with his arm; he has scattered those who were proud about the thoughts of their hearts.
180359220,LUK,1,52,Él ha derribado reyes de sus tronos y ha levantado a los humildes.,He has thrown down princes from their thrones and he has raised up those of low condition.
180359221,LUK,1,53,"Él ha saciado a los hambrientos con cosas buenas, pero al rico lo ha dejado vacío.","He has filled the hungry with good things, but the rich he has sent away empty-handed."
180359222,LUK,1,54,"Él ayudado a su siervo Israel, a fin de recordarles cómo mostró misericordia","He has given help to Israel his servant, so as to remember to show mercy"
180359223,LUK,1,55,"(así como les dijo a sus padres) a Abraham y sus descendientes para siempre.""","(as he said to our fathers) to Abraham and his descendants forever."""
180359224,LUK,1,56,María se quedó con Elisabet cerca de tres meses y después regresó a su casa.,Mary stayed with Elizabeth about three months and then returned to her house.
180359225,LUK,1,57,Ahora el tiempo ha llegado para Elisabet de parir su bebé y ella dio a luz a su hijo.,Now the time had come for Elizabeth to deliver her baby and she gave birth to a son.
180359226,LUK,1,58,Sus vecinos y parientes escucharon que el Señor había mostrado su gran misericordioso con ella y se regocijaron.,"Her neighbors and her relatives heard that the Lord had shown his great mercy to her, and they rejoiced with her."
180359227,LUK,1,59,"Ahora ocurrió que al octavo día ellos llegaron a circuncidar al niño. Ellos lo llamarían ""Zacarías"", como el nombre de su padre.","Now it happened on the eighth day that they came to circumcise the child. They would have called him ""Zechariah,"" after the name of his father."
180359228,LUK,1,60,"Pero su madre respondió diciendo: ""No. Él será llamado Juan.""","But his mother answered and said, ""No. He will be called John."""
180359229,LUK,1,61,"Ellos le dijeron: ""No hay nadie entre tus parientes que se llame por ese nombre.""","They said to her, ""There is no one among your relatives who is called by this name."""
180359230,LUK,1,62,Ellos hicieron señas a su padre preguntándole cómo él quería que fuese llamado.,They made signs to his father as to how he wanted him to be named.
180359231,LUK,1,63,"Su padre pidió una tabla para escribir y escribió: ""Su nombre es Juan."" Todos ellos se sorprendieron con esto.","His father asked for a writing tablet and wrote, ""His name is John."" They all were astonished at this."
180359232,LUK,1,64,Inmediatamente su boca fue abierta y su lengua fue liberada. Él habló y alabó a Dios.,Immediately his mouth was opened and his tongue was freed. He spoke and praised God.
180359233,LUK,1,65,Temor sobrevino a todos los que vivían alrededor de ellos. Todas estas cosas fueron comentadas a través de toda la zona montañosa de Judea.,Fear came on all who lived around them. All these matters were spread throughout all the hill country of Judea.
180359234,LUK,1,66,"Y todos los que escucharon lo guardaron en sus corazones y dijeron ""¿En qué se convertirá este niño?"" Pues la mano del Señor estaba con él.","All who heard them stored them in their hearts, saying, ""What then will this child become?"" For the hand of the Lord was with him."
180359235,LUK,1,67,"Su padre Zacarías fue lleno con el Espíritu Santo y profetizó, diciendo:","His father Zechariah was filled with the Holy Spirit and prophesied, saying,"
180359236,LUK,1,68,"""Alabado sea el Señor, el Dios de Israel, porque Él ha venido a ayudar y Él ha redimido a su pueblo.","""Praised be the Lord, the God of Israel, for he has come to help and he has accomplished redemption for his people."
180359237,LUK,1,69,"Él ha levantado un cuerno de salvación para nosotros en la casa de su siervo David,",He has raised up a horn of salvation for us in the house of his servant David
180359238,LUK,1,70,tal como Él habló a través de la boca de sus santos profetas quienes vinieron en tiempos antiguos.,"(as he spoke by the mouth of his holy prophets from long ago),"
180359239,LUK,1,71,Él traerá salvación de nuestros enemigos y de la mano de todos quienes nos odian.,salvation from our enemies and from the hand of all who hate us.
180359240,LUK,1,72,"Él hará esto para mostrar misericordia a nuestros padres y para recordar su santo pacto,","He will do this to show mercy to our fathers and to remember his holy covenant,"
180359241,LUK,1,73,el juramento que Él hizo a Abraham nuestro padre.,the oath that he swore to Abraham our father.
180359242,LUK,1,74,"Él juró concedernos que nosotros, habiendo sido liberados de la mano de nuestros enemigos, le sirvamos sin temor,","He swore to grant to us that we, having been delivered out of the hand of our enemies, would serve him without fear"
180359243,LUK,1,75,en santidad y justicia ante Él todos nuestros días.,in holiness and righteousness before him all our days.
180359244,LUK,1,76,"Sí, y tú, niño, serás llamado un profeta del Más Alto, pues tú irás delante del Señor para preparar su camino.","Yes, and you, child, will be called a prophet of the Most High, for you will go before the face of the Lord to prepare his paths, to prepare people for his coming,"
180359245,LUK,1,77,para dar conocimiento de salvación a su pueblo mediante el perdón de sus pecados.,to give knowledge of salvation to his people by the forgiveness of their sins.
180359246,LUK,1,78,"Esto ocurrirá por la tierna misericordia de nuestro Dios, por la cual la aurora de lo alto vendrá a ayudarnos,","This will happen because of the tender mercy of our God, because of which the sunrise from on high will come to help us,"
180359247,LUK,1,79,"para brillar en aquellos que se sientan en oscuridad y en sombra de muerte. Él hará esto para guiar nuestros pies a los caminos de paz.""","to shine on those who sit in darkness and in the shadow of death. He will do this to guide our feet into the path of peace."""
180359248,LUK,1,80,Ahora el niño crecía se hacía fuerte en espíritu y vivía en el desierto hasta el día de su aparición pública a Israel.,"Now the child grew and became strong in spirit, and he was in the wilderness until the day of his public appearance to Israel."
180363265,LUK,2,1,"En aquellos días, sucedió que César Augusto envió un decreto ordenando un censo de todas las personas viviendo en el mundo.","Now in those days, it came about that Caesar Augustus sent out a decree ordering that a census be taken of all the people living in the world."
180363266,LUK,2,2,Este fue el primer censo hecho mientras Cirino era gobernador de Siria.,This was the first census made while Quirinius was governor of Syria.
180363267,LUK,2,3,Así que todos se fueron a su propio pueblo para ser registrados para el censo.,So everyone went to his own city to be registered for the census.
180363268,LUK,2,4,"José también partió de Galilea, desde la ciudad de Nazaret, a Judea, a la ciudad de David la cual es llamada Belén, porque él era un descendiente de la familia de David.","Joseph also went up from Galilee, from the city of Nazareth, to Judea, to the city of David, which is called Bethlehem, because he was of the house and family line of David."
180363269,LUK,2,5,"Él fue para registrarse juntamente con María, quien estaba comprometida con él y estaba encinta.","He went there to register along with Mary, who was engaged to him and was pregnant."
180363270,LUK,2,6,"Aconteció que mientras estaban allí, vino el tiempo para que ella pariera su bebé.","Now it came about that while they were there, the time came for her to deliver her baby."
180363271,LUK,2,7,"Ella dio a luz un hijo, su hijo primogénito y lo envolvió en paños largos de tela y lo acostó en un pesebre, porque allí no había lugar para ellos en el mesón.","She gave birth to a son, her firstborn child, and she wrapped him in long strips of cloth and laid him in a manger, because there was no room for them in the inn."
180363272,LUK,2,8,"Allí había pastores de esa región que estaban quedándose en los campos, vigilando sus rebaños en la noche.","There were shepherds in that region who were staying in the fields, guarding their flock at night."
180363273,LUK,2,9,Un ángel del Señor se les apareció y la gloria del Señor brilló alrededor de ellos por lo que estaban terriblemente asustados.,"An angel of the Lord appeared to them, and the glory of the Lord shone around them, and they were filled with great fear."
180363274,LUK,2,10,"Entonces el ángel les dijo a ellos: ""No tengan miedo porque yo les traigo buenas noticias que les traerán gran gozo para todos.","Then the angel said to them, ""Do not be afraid, because I bring you good news that will bring great joy to all the people."
180363275,LUK,2,11,"¡Hoy, un Salvador ha nacido para ustedes en la ciudad de David! ¡Él es Cristo el Señor!",Today a Savior was born for you in the city of David! He is Christ the Lord!
180363276,LUK,2,12,"Esta es la señal que le será dada, a ustedes, encontrarán al bebé envuelto en tiras de tela y acostado en un pesebre.""","This is the sign that will be given to you: You will find a baby wrapped in strips of cloth and lying in a manger."""
180363277,LUK,2,13,"De repente, con el ángel, hubo un gran número del ejército celestial alabando a Dios y diciendo:","Suddenly there was together with the angel a great multitude from heaven, praising God and saying,"
180363278,LUK,2,14,"""Gloria a Dios en las alturas y paz en la tierra entre los hombres con quienes Él esté complacido.""","""Glory to God in the highest, and may there be peace on earth among people with whom he is pleased."" "
180363279,LUK,2,15,"Y sucedió que cuando los ángeles se habían ido al cielo, los pastores se dijeron unos a otros: ""Vayamos ahora a Belén y veamos esto que ha sucedido, lo cual el Señor nos ha revelado"".","It came about that when the angels had gone away from them into heaven, the shepherds said to each other, ""Let us now go to Bethlehem and see this thing that has happened, which the Lord has made known to us."""
180363280,LUK,2,16,Ellos se apresuraron allí y encontraron a María y a José y vieron al bebé acostado en el pesebre.,"They hurried there and found Mary, Joseph, and the baby, who was lying in a manger."
180363281,LUK,2,17,"Después de haberlo visto, ellos le hicieron conocer lo que se había dicho sobre este niño.","After they had seen him, they made known what had been said to them about this child."
180363282,LUK,2,18,Todos los que escucharon esto estaban asombrados de lo que le habían hablado los pastores.,All who heard it were amazed at what was spoken to them by the shepherds.
180363283,LUK,2,19,"Pero María seguía pensando sobre todas las cosas que ella había escuchado, atesorándolas en su corazón.","But Mary kept thinking about all the things she had heard, treasuring them in her heart."
180363284,LUK,2,20,"Los pastores regresaron, glorificando y alabando a Dios por todo lo que ellos habían escuchado y visto, tal y como se les había hablado a ellos.","The shepherds returned, glorifying and praising God for everything that they had heard and seen, just as it had been spoken to them."
180363285,LUK,2,21,"Al octavo día, Él fue circuncidado, fue nombrado Jesús, el nombre que le había sido dado por el ángel antes de que Él fuese concebido en el vientre.","When it was the end of the eighth day, when he was circumcised, he was named Jesus, the name he had been given by the angel before he was conceived in the womb."
180363286,LUK,2,22,"Cuando el número de días requeridos para la purificación de ellos había pasado, de acuerdo con la Ley de Moisés, José y María lo trajeron al templo en Jerusalén para presentarlo al Señor.","When the required number of days for their purification had passed, according to the law of Moses, they brought him up to the temple in Jerusalem to present him to the Lord."
180363287,LUK,2,23,"Como está escrito en la ley del Señor: ""Cada varón que abra el vientre será separado para el Señor.""","As it is written in the law of the Lord, ""Every male who opens the womb will be set apart to the Lord."""
180363288,LUK,2,24,"Así que ellos ofrecieron sacrificio de acuerdo con lo que decía la ley del Señor: ""un par de tórtolas o dos pichonas"".","So they offered a sacrifice according to what was said in the law of the Lord, ""a pair of doves or two young pigeons."""
180363289,LUK,2,25,"He aquí, había un hombre en Jerusalén cuyo nombre era Simeón y este hombre era justo y devoto. Él estaba esperando la consolación de Israel y el Espíritu Santo estaba sobre él.","Behold, there was a man in Jerusalem whose name was Simeon, and this man was righteous and devout. He was waiting for the consolation of Israel, and the Holy Spirit was upon him."
180363290,LUK,2,26,"Había sido revelado, a él, por el Espíritu Santo, que él no vería muerte antes de ver al Cristo del Señor.",It had been revealed to him by the Holy Spirit that he would not see death before he had seen the Lord's Christ.
180363291,LUK,2,27,"Dirigido por el Espíritu, Simeón entró al templo. Cuando los padres trajeron al infante Jesús, para hacer con Él de acuerdo a la costumbre de la ley,","Led by the Spirit, Simeon came into the temple. When the parents brought in the infant Jesus, to do for him according to the custom of the law,"
180363292,LUK,2,28,él tomó al niño en sus brazos y alabó a Dios y dijo:,"he took him into his arms and praised God, and he said,"
180363293,LUK,2,29,"""Ahora deja que tu siervo parta en paz, Señor, de acuerdo con tu palabra.","""Now let your servant depart in peace, Lord, according to your word."
180363294,LUK,2,30,"Pues mis ojos han visto tu salvación,","For my eyes have seen your salvation,"
180363295,LUK,2,31,la cual Tú has preparado en presencia de todos los pueblos.,which you have prepared in the presence of all peoples:
180363296,LUK,2,32,"Una luz para revelación a los gentiles, y gloria a tu pueblo Israel.","A light for revelation to the Gentiles and glory to your people Israel."""
180363297,LUK,2,33,El padre y la madre del niño estaban asombrados por las cosas que fueron dichas concernientes a Él.,His father and mother were amazed at what was said about him.
180363298,LUK,2,34,"Simeón los bendijo y dijo a María su madre: ""He aquí, este niño está escogido para la caída y levantamiento de muchos en Israel y una señal que es rechazada-","Simeon blessed them and said to Mary his mother, ""Behold, this child is appointed for the downfall and rising up of many people in Israel and for a sign that is rejected—"
180363299,LUK,2,35,"y una espada traspasará tu propia alma para que los pensamientos de muchos corazones puedan ser revelados.""","and a sword will pierce your own soul—so that the thoughts of many hearts may be revealed."""
180363300,LUK,2,36,Una profetisa llamada Ana estaba allí. Ella era la hija de Fanuel de la tribu de Aser. Ella era muy anciana. Había vivido con su esposo por siete años después de su virginidad,"A prophetess named Anna was there. She was the daughter of Phanuel from the tribe of Asher. She was advanced in her days. She had lived with her husband for seven years after her virginity,"
180363301,LUK,2,37,"y fue una viuda por ochenta y cuatro años. Ella nunca dejó el templo, sino que servía con ayunos y oraciones, noche y día.","and was a widow for eighty-four years. She never left the temple but was serving with fastings and prayers, night and day."
180363302,LUK,2,38,"En esa misma hora, ella vino hacia ellos y comenzó a darle gracias a Dios y ella habló acerca del niño a todos los que habían estado esperando por la redención de Jerusalén.","At that very hour she came near to them and began giving thanks to God, and she spoke about the child to everyone who had been waiting for the redemption of Jerusalem."
180363303,LUK,2,39,"Cuando terminaron todo lo que se les requería hacer de acuerdo a la ley del Señor, ellos regresaron a Galilea, a su propio pueblo de Nazaret.","When they had finished everything they were required to do according to the law of the Lord, they returned to Galilee, to their own town of Nazareth."
180363304,LUK,2,40,"El niño creció y se fortaleció, incrementando en sabiduría y la gracia de Dios estaba sobre Él.","The child grew and became strong; he was full of wisdom, and the grace of God was upon him."
180363305,LUK,2,41,Sus padres fueron cada año a Jerusalén para las fiestas de la Pascua.,His parents went every year to Jerusalem for the Festival of the Passover.
180363306,LUK,2,42,"Cuando Él tenía doce años, ellos otra vez subieron para el tiempo acostumbrado para la fiesta.","When he was twelve years old, they again went up at the customary time for the festival."
180363307,LUK,2,43,"Después que ellos se habían quedado el número de días completo para la fiesta, comenzaron a regresar a su hogar. Pero el niño Jesús se quedó atrás en Jerusalén y sus padres no lo sabían.","After they had stayed the full number of days for the feast, they began to return home. But the boy Jesus stayed behind in Jerusalem and his parents did not know it."
180363308,LUK,2,44,"Ellos se imaginaron que Él estaba con el grupo que estaba viajando con ellos, así que viajaron un día de jornada. Entonces comenzaron a buscarlo entre sus familiares y amigos.","They assumed that he was with the group that was traveling with them, so they traveled a day's journey. Then they started to search carefully for him among their relatives and friends."
180363309,LUK,2,45,"Cuando no lo encontraron, regresaron a Jerusalén y comenzaron a buscarlo allí.","When they did not find him, they returned to Jerusalem and started to search carefully for him there."
180363310,LUK,2,46,"Sucedió que después de tres días, ellos lo encontraron en el templo, sentado en el medio de los maestros, escuchándolos y haciéndoles preguntas.","It came about that after three days they found him in the temple, sitting in the middle of the teachers, listening to them and asking them questions."
180363311,LUK,2,47,Todos los que le escucharon estaban maravillados de su entendimiento y sus respuestas.,All who heard him were amazed at his understanding and his answers.
180363312,LUK,2,48,"Cuando ellos lo vieron, estaban asombrados. Su madre le dijo: ""Hijo, ¿por qué nos has tratado de esta manera? Escucha, tu padre y yo hemos estado buscándote ansiosamente"".","When they saw him, they were astonished. His mother said to him, ""Son, why have you treated us this way? Look, your father and I have been anxiously searching for you."""
180363313,LUK,2,49,"Él les dijo: ""¿Por qué me están buscando? ¿Acaso no saben que Yo debo estar en la casa de mi Padre?","He said to them, ""Why were you searching for me? Did you not know that I had to be about my Father's business?"" "
180363314,LUK,2,50,Pero ellos no entendieron lo que Él quiso decir con esas palabras.,But they did not understand what he meant by those words.
180363315,LUK,2,51,Entonces Él regresó a su casa con ellos a Nazaret y fue obediente a ellos. Su madre atesoró todas estas cosas en su corazón.,Then he went back home with them to Nazareth and was obedient to them. His mother treasured all these things in her heart.
180363316,LUK,2,52,Pero Jesús continuó creciendo en sabiduría y estatura e incrementando en favor para con Dios y los hombres.,"But Jesus continued to grow in wisdom and stature, and increased in favor with God and people."
180367361,LUK,3,1,"En el año quince del reinado de Tiberio César- mientras Poncio Pilato era gobernador de Judea, Herodes era tetrarca de Galilea, su hermano Felipe era tetrarca de la región de Iturea y Traconítide, y Lisanias era tetrarca de Abilene,","In the fifteenth year of the reign of Tiberius Caesar—while Pontius Pilate was governor of Judea, Herod was tetrarch of Galilee, his brother Philip was tetrarch of the region of Iturea and Trachonitis, and Lysanias was tetrarch of Abilene,"
180367362,LUK,3,2,"durante el sumo sacerdocio de Anás y Caifás- la palabra de Dios vino a Juan hijo de Zacarías, en el desierto.",during the high priesthood of Annas and Caiaphas—the word of God came to John son of Zechariah in the wilderness.
180367363,LUK,3,3,"Él fue a toda la región alrededor del Jordán, predicando un bautismo de arrepentimiento para el perdón de pecados.","He went into all the region around the Jordan, preaching a baptism of repentance for the forgiveness of sins."
180367364,LUK,3,4,"Como está escrito en el libro del profeta Isaías: ""UNA VOZ DE UNO LLAMANDO EN EL DESIERTO: 'TENGAN LISTO EL CAMINO DEL SEÑOR, HAGAN SUS CAMINOS DERECHOS.","As it is written in the book of the words of Isaiah the prophet, ""A voice of one crying out in the wilderness, 'Make ready the way of the Lord, make his paths straight."
180367365,LUK,3,5,TODO VALLE SERA RELLENADO Y TODA MONTAÑA Y COLINA SERA REBAJADO Y LOS CAMINOS TORCIDOS SERÁN HECHOS RECTOS Y LOS LUGARES DESIGUALES SERÁN CONSTRUIDOS EN CAMINOS,"Every valley will be filled, and every mountain and hill will be made low, and the crooked roads will be made straight, and the uneven places will be built into roads,"
180367366,LUK,3,6,"Y TODA CARNE VERÁ LA SALVACIÓN DE DIOS.'""","and all flesh will see the salvation of God.'"""
180367367,LUK,3,7,"Entonces Juan dijo a las grandes multitudes que salían para ser bautizados por él: ""¡Ustedes, generación de víboras!, ¿Quién les advirtió a huir de la ira que está por venir?","So John said to the crowds who were coming out to be baptized by him, ""You offspring of vipers! Who warned you to run away from the wrath that is coming?"
180367368,LUK,3,8,"Por lo tanto, produzcan frutos que sean dignos de arrepentimiento y no comiencen a decir entre ustedes mismos: 'Nosotros tenemos a Abraham por nuestro padre', porque yo les digo que Dios es capaz de levantar hijos para Abraham de estas piedras.","Therefore, produce fruits that are worthy of repentance, and do not begin to say within yourselves, 'We have Abraham for our father,' for I tell you that God is able to raise up children for Abraham from these stones."
180367369,LUK,3,9,"Ahora el hacha ya ha sido puesta contra la raíz de los árboles. Así que todo árbol que no produce buen fruto es cortado y lanzado en el fuego.""","Even now the ax is set against the root of the trees. So every tree that does not produce good fruit is chopped down and thrown into the fire."""
180367370,LUK,3,10,"Entonces la multitud le preguntaba: ""¿Entonces qué debemos hacer?""","Then the crowds kept asking him, saying, ""What then are we to do?"""
180367371,LUK,3,11,"Él les contestó: ""Si alguien tiene dos túnicas, debe compartir una con la persona que no tiene ninguna y el que tenga comida debe hacer lo mismo.""","He answered and said to them, ""If someone has two tunics, he should share with a person who has none, and the one having food should do the same."""
180367372,LUK,3,12,"Los recaudadores de impuestos también vinieron para ser bautizados y ellos le dijeron: ""Maestro, ¿qué debemos hacer?""","Tax collectors also came to be baptized, and they said to him, ""Teacher, what must we do?"""
180367373,LUK,3,13,"Él les dijo a ellos: ""No cobren más dinero de lo que ustedes han sido ordenados a cobrar"".","He said to them, ""Do not collect more money than you have been ordered to collect."""
180367374,LUK,3,14,"Algunos soldados también le preguntaron: ""¿Y qué sobre nosotros? ¿Qué debemos hacer?"" Él dijo: ""No tomen dinero de nadie por la fuerza y no acusen a nadie falsamente. Estén contentos con sus salarios.""","Some soldiers also asked him, saying, ""What about us? What must we do?"" He said to them, ""Do not take money from anyone by force, and do not accuse anyone falsely. Be content with your wages."""
180367375,LUK,3,15,"Ahora como la gente estaba ansiosa esperando que el Cristo viniera, todos se preguntaban en sus corazones sobre sí Juan, sería el Cristo.","Now as the people were eagerly expecting the Christ to come, everyone was wondering in their hearts concerning John, whether he might be the Christ."
180367376,LUK,3,16,"Juan contestó diciendo a todos ellos: ""En cuanto a mí, yo los bautizo a ustedes con agua, pero alguien viene que es más poderoso que yo y yo no soy digno ni siquiera de desatar las correas de Sus sandalias. Él los bautizará a ustedes con el Espíritu Santo y con fuego.","John answered by saying to them all, ""As for me, I baptize you with water, but someone is coming who is more powerful than I, and I am not worthy even to untie the strap of his sandals. He will baptize you with the Holy Spirit and with fire."
180367377,LUK,3,17,"Su aventador está en Su mano para limpiar completamente su era y para recoger el trigo en Su granero. Pero Él quemará la paja con fuego que nunca puede ser apagado.""","His winnowing fork is in his hand to thoroughly clear off his threshing floor and to gather the wheat into his storehouse. But he will burn up the chaff with fire that can never be put out."""
180367378,LUK,3,18,"Con muchas otras exhortaciones, además, Juan predicaba buenas noticias a las personas.","With many other exhortations also, John was announcing the good news to the people."
180367379,LUK,3,19,"Cuando Herodes el tetrarca fue reprendido por casarse con la esposa de su hermano, Herodías, y por todas las cosas malas que Herodes había hecho,","When Herod the tetrarch had been reproved for marrying his brother's wife Herodias, and for all the other evil things that Herod had done,"
180367380,LUK,3,20,él añadió esto a sus crímenes: encerró a Juan en prisión.,"he added this to them all, that he locked John up in prison."
